Latitude,Longitude,Organisation Legal Name,Activity Id,Activity/Program Name,Location Name,Location Full Address
-37.80042704,145.2862057,Migrant Information Centre Eastern Melbourne,4-YZN2RE,Settlement Grants,Swinburne,12-50 Norton Rd CROYDON VIC 3136
-37.822085,145.1549977,Migrant Information Centre Eastern Melbourne,4-YZN2RE,Settlement Grants,The Pines Senior Citizens Centre,25 Central Rd Blackburn VIC 3130
-37.788205,145.316627,Migrant Information Centre Eastern Melbourne,4-YZN2RE,Settlement Grants,Yarra Hills Secondary College,25 Reay Road MOOROOLBARK VIC 3138
-42.88241645,147.3241009,Migrant Resource Centre (Southern Tasmania) Incorporated,4-YZRVDV,Settlement Grants,MRC Bathurst St,116 Bathurst St Hobart TAS 7000
-42.88795562,147.3224367,Migrant Resource Centre (Southern Tasmania) Incorporated,4-YZRVDV,Settlement Grants,MRC Molle St,49 Molle St Hobart TAS 7000
-37.74150882,144.8002385,MIGRANT RESOURCE CENTRE NORTH WEST REGION INC,4-YZTBES,Settlement Grants,Migrant Resource Centre North West Region,"20 Victoria Crescent, ST ALBANS VIC 3021"
-37.74431333,144.7987678,MIGRANT RESOURCE CENTRE NORTH WEST REGION INC,4-YZTBES,Settlement Grants,Migrant Resource Centre North West Region,"45 Main Road West, ST ALBANS VIC 3021"
-37.86529814,144.7688781,MIGRANT RESOURCE CENTRE NORTH WEST REGION INC,4-YZTBES,Settlement Grants,Migrant Resource Centre North West Region,"95-105 Railway Avenue, LAVERTON VIC 3028"
-37.68259502,144.9149684,MIGRANT RESOURCE CENTRE NORTH WEST REGION INC,4-YZTBES,Settlement Grants,Migrant Resource Centre North West Region,"Suite 16, 11-17 Pearcedale Parade, BROADMEADOWS VIC 3047"
-41.43691243,147.1353586,MIGRANT RESOURCE CENTRE NORTHERN TAS INC,4-YZYNWI,Settlement Grants,Migrant Resource Centre (Northern Tasmania) Inc,"95-99 Cameron Street, LAUNCESTON TAS 7250"
-34.92368225,138.5992022,Migrant Resource Centre of SA Inc,4-YQKLDY,Financial Crisis and Material Aid - Emergency Relief,Adelaide Migrant Resource Centre,59-63 King William St ADELAIDE SA 5000
-37.8297727,140.7738761,Migrant Resource Centre of SA Inc,4-YQKLDY,Financial Crisis and Material Aid - Emergency Relief,Mt Gambier Migrant Resource Centre,13 Eleanor St MOUNT GAMBIER SA 5290
-35.1180732,139.273596,Migrant Resource Centre of SA Inc,4-YQKLDY,Financial Crisis and Material Aid - Emergency Relief,Murraylands Migrant Resource Centre,5 Second Street Murray Bridge SA 5253
-36.9600913,140.7426398,Migrant Resource Centre of SA Inc,4-YQKLDY,Financial Crisis and Material Aid - Emergency Relief,Naracoorte Migrant Resource Centre,19-29 Gordon Street NARACOORTE SA 5271
-34.76523017,138.6475351,Migrant Resource Centre of SA Inc,4-YQKLDY,Financial Crisis and Material Aid - Emergency Relief,Northern Area Migrant Resource Centre,28 Mary Street SALISBURY SA 5108
-34.17532689,140.7410038,Migrant Resource Centre of SA Inc,4-YQKLDY,Financial Crisis and Material Aid - Emergency Relief,Riverland Migrant Resource Centre,86 Nineteenth Street Renmark SA 5341
-36.3119247,140.7736968,Migrant Resource Centre of SA Inc,4-YQKLDY,Financial Crisis and Material Aid - Emergency Relief,Tatiara Migrant Resource Centre,26 Woolshed Street BORDERTOWN SA 5268
-34.92368225,138.5992022,Migrant Resource Centre of SA Inc,4-Z0361D,Settlement Grants,Adelaide Migrant Resource Centre,59-63 King William St ADELAIDE SA 5000
-37.8297727,140.7738761,Migrant Resource Centre of SA Inc,4-Z0361D,Settlement Grants,Mt Gambier Migrant Resource Centre,13 Eleanor St MOUNT GAMBIER SA 5290
-35.1180732,139.273596,Migrant Resource Centre of SA Inc,4-Z0361D,Settlement Grants,Murraylands Migrant Resource Centre,5 Second Street Murray Bridge SA 5253
-36.9600913,140.7426398,Migrant Resource Centre of SA Inc,4-Z0361D,Settlement Grants,Naracoorte Migrant Resource Centre,19-29 Gordon Street NARACOORTE SA 5271
-34.76523017,138.6475351,Migrant Resource Centre of SA Inc,4-Z0361D,Settlement Grants,Northern Area Migrant Resource Centre,28 Mary Street SALISBURY SA 5108
-34.17532689,140.7410038,Migrant Resource Centre of SA Inc,4-Z0361D,Settlement Grants,Riverland Migrant Resource Centre,86 Nineteenth Street Renmark SA 5341
-36.3119247,140.7736968,Migrant Resource Centre of SA Inc,4-Z0361D,Settlement Grants,Tatiara Migrant Resource Centre,26 Woolshed Street BORDERTOWN SA 5268
-35.4062115,138.9737764,Milang and District Community Association Incorporated,4-YQKLVM,Financial Crisis and Material Aid - Emergency Relief,Milang Old School House Community Centre,24-25 Daranda Tce Milang SA 5256
-33.87930055,151.2156736,MILK CRATE THEATRE,4-Y7JXLI,Community Development and Participation Grants,Milk Crate Theatre,"Suite 21, 94 Oxford Street, DARLINGHURST NSW 2010"
-37.756959,145.062128,MIND AUSTRALIA,4-Z259WF,"Community Mental Health, Early Intervention for Children, Young People and their Families",Mind Australia,"86-92 Mount St, HEIDLEBERG VIC 3084"
-32.76274197,151.5983117,MINDARIBBA LOCAL ABORIGINAL LAND COUNCIL,4-1M20JT2,Financial Crisis and Material Aid - Emergency Relief,Mindaribba Local Aboriginal Land Council,"1A Chemsford Drive, METFORD NSW 2323"
-32.76274197,151.5983117,MINDARIBBA LOCAL ABORIGINAL LAND COUNCIL,4-YQNLDH,Financial Crisis and Material Aid - Emergency Relief,Mindaribba Local Aboriginal Land Council,"1A Chemsford Drive, METFORD NSW 2323"
-37.86430039,145.0108541,MIRABEL FOUNDATION INC,4-1OM8475,Children and Parent Support Services,Mirabel Foundation Inc,"87 Orrong Cresent, CAULFIELD NORTH VIC 3161"
-15.76554552,128.7347097,MIRIMA COUNCIL ABORIGINAL CORPORATION,4-Y1N8I3,Community Development and Participation Grants,Mirima Council Aboriginal Corporation,"Lot 2229 Button Drive, KUNUNURRA WA 6743"
-35.35287455,149.2092778,Mission Australia,4-YQOIGB,Problem Gambling,Financial Counselling for problem gambling ACT,22 John Bull Street QUEANBEYAN NSW 2650
-36.67441211,149.841713,Mission Australia,4-YQOIGB,Problem Gambling,Financial Counselling for problem gambling SE NSW,"Suite 2, Ayres Walkway, 184 Carp Street BEGA NSW 2500"
-26.59077003,118.4964665,Mission Australia,4-Z7HRR9,Children and Parent Support Services,Children and Parenting Support WA,Lot 7 Main Street MEEKATHARRA WA 6642
-33.77280313,150.9077693,Mission Australia,4-Z7WEM5,Financial Crisis and Material Aid - Emergency Relief,Emergency Relief Blacktown,"level 2, 81 Flushcombe road BLACKTOWN NSW 2148"
-12.37254864,130.881097,Mission Australia,4-Z7WEM5,Financial Crisis and Material Aid - Emergency Relief,Emergency Relief Darwin,13 - 17 Scaturchio St CASUARINA NT 0810
-14.463048,132.266558,Mission Australia,4-Z7WEM5,Financial Crisis and Material Aid - Emergency Relief,Emergency Relief NT Outback,Unit 1. 10 Third Street Katherine NT 0850
-31.91089,115.8094,Mission Australia,4-Z7WEM5,Financial Crisis and Material Aid - Emergency Relief,Emergency Relief Perth Inner,2/34 Hasler Drive OSBORNE PARK WA 6017
-32.05159,115.98253,Mission Australia,4-Z7WEM5,Financial Crisis and Material Aid - Emergency Relief,Emergency Relief Perth South East,40 Orr Street MADDINGTON WA 6109
-28.72270206,114.627516,Mission Australia,4-Z7WEM5,Financial Crisis and Material Aid - Emergency Relief,Emergency Relief WA outback Mid-west and Gascoyne,"Shop 9, 582-584 Chapman Road GLENFIELD WA 6530"
-20.73582798,116.8424851,Mission Australia,4-Z7WEM5,Financial Crisis and Material Aid - Emergency Relief,Emergency Relief WA outback Pilbara,"Unit 2, 2642 Balmoral Road KARRATHA WA 6714"
-33.7668152,150.8236681,Mission Australia,4-Z8GFZP,"Community Mental Health, Early Intervention for Children, Young People and their Families",FMHSS Blacktown,"Building B, 28 Ayres Grove MT DRUITT NSW 2770"
-32.24657675,148.6018626,Mission Australia,4-Z8GFZP,"Community Mental Health, Early Intervention for Children, Young People and their Families",FMHSS Dubbo / Wellington,110 - 114 Macquarie street DUBBO NSW 2830
-33.92119085,150.883247,Mission Australia,4-Z8GFZP,"Community Mental Health, Early Intervention for Children, Young People and their Families",FMHSS Liverpool,88 Shropshire street Miller NSW 2168
-32.49280411,137.766061,Mission Australia,4-Z8GFZP,"Community Mental Health, Early Intervention for Children, Young People and their Families",FMHSS Port Augusta / Whylla,40 Flinders tce Port Augusta SA 5700
-33.87488668,151.2070878,Mission Australia,4-Z99QDA,Community Development and Participation Grants,Mission Australia,"Level 7, 580 George St, SYDNEY NSW 2000"
-37.2030048,145.0489732,MITCHELL SHIRE COUNCIL,4-Y6TS58,Community Development and Participation Grants,Mitchell Shire Council CLOSED,"113 High St, BROADFORD VIC 3658"
-36.23564762,149.1250719,MONARO FAMILY SUPPORT SERVICE INCORPORATED,4-Z2EMGM,Children and Parent Support Services,Monaro Family Support Service Incorporated,"154-158 Sharp Street, COOMA NSW 2630"
-37.82428859,144.9644581,MONASH UNIVERSITY,4-Z3PAUP,Capacity Building within Aged Care Services for the Delivery of High Quality Care,Department of Forensic Medicine,"Victorian Institute of Forensic Medicine, 65 Kavanagh Street, SOUTHBANK VIC 3006"
-37.880366,145.160886,MONASH VOLUNTEER RESOURCE CENTRE INC,4-YQXFHL,Volunteer Management Program,Monash Volunteer Resource Centre Incorporated,"5 Myrtle Street, GLEN WAVERLEY VIC 3150"
-37.76252505,144.9257045,Moonee Valley City Council,4-YQNLV5,Financial Crisis and Material Aid - Emergency Relief,Essendon Citizens Advice Bureau,1 Pascoe Vale Road Moonee Ponds VIC 3039
-37.764118,144.925021,Moonee Valley City Council,4-YQNLV5,Financial Crisis and Material Aid - Emergency Relief,Moonee Valley City Council,9 Kellaway Avenue Moonee Ponds VIC 3039
-20.7246758,139.4982173,MT ISA FAMILY SUPPORT SERVICE AND  NEIGHBOURHOOD CENTRE INC,4-YQOERI,Financial Crisis and Material Aid - Emergency Relief,Mt Isa Family Support Service and Neighbourhood Centre Inc,"14A Hilary Street, MOUNT ISA QLD 4825"
-32.92302609,151.7598051,MULOOBINBA ABORIGINAL CORPORATION,4-1M2SXHQ,Financial Crisis and Material Aid - Emergency Relief,Muloobinba Aboriginal Corporation,"12 Bishopsgate St, WICKHAM NSW 2293"
-32.92302609,151.7598051,MULOOBINBA ABORIGINAL CORPORATION,4-YQOF82,Financial Crisis and Material Aid - Emergency Relief,Muloobinba Aboriginal Corporation,"12 Bishopsgate St, WICKHAM NSW 2293"
-37.8043354,144.9857861,MULTICULTURAL CENTRE FOR WOMEN'S HEALTH INC,4-Z2FASA,Support and Information to Assist Carers Maintain their Caring Role,Multicultural Centre for Women's Health,"Level 2, Suite 207, 134 Cambridge St, COLLINGWOOD VIC 3066"
-34.42500926,150.900403,MULTICULTURAL COMMUNITIES COUNCIL OF ILLAWARRA INCORPORATED,4-Z33BKA,Support and Information to Assist Carers Maintain their Caring Role,Multicultural Communities Council of Illawarra Inc,"117 Corrimal Street, WOLLONGONG NSW 2500"
-34.9347348,138.5961728,MULTICULTURAL COMMUNITIES COUNCIL OF SA INC,4-YBBF98,Community Development and Participation Grants,Multicultural Communities Council of SA Incorporated,"113 Gilbert Street, ADELAIDE SA 5000"
-27.43957714,153.0091362,Multicultural Community Centre Ltd,4-Z00OBP,Settlement Grants,Multicultural Community Centre OFFICES,23 Foster Street NEWMARKET QLD 4051
-23.699273,133.883518,MULTICULTURAL COMMUNITY SERVICES OF CENTRAL AUSTRALIA INC,4-YQFT3S,Financial Crisis and Material Aid - Emergency Relief,Multicultural Community Services of Central Australia Inc,"2/20 Parsons Street, ALICE SPRINGS NT 0871"
-23.699273,133.883518,MULTICULTURAL COMMUNITY SERVICES OF CENTRAL AUSTRALIA INC,4-Z5AN2V,Settlement Grants,Multicultural Community Services of Central Australia Inc,"2/20 Parsons Street, ALICE SPRINGS NT 0871"
-12.39286301,130.9039683,MULTICULTURAL COUNCIL OF THE NORTHERN TERRITORY,4-YQWW9U,Financial Crisis and Material Aid - Emergency Relief,Multicultural Council of the Northern Territory,"Shop 15, Malak Place, MALAK NT 0812"
-12.39286301,130.9039683,MULTICULTURAL COUNCIL OF THE NORTHERN TERRITORY,4-Z5ANMT,Settlement Grants,Multicultural Council of the Northern Territory,"Shop 15, Malak Place, MALAK NT 0812"
-35.1047111,147.3668307,Multicultural Council of Wagga Wagga,4-YZSWX1,Settlement Grants,Multicultural Council - Wagga Site,Unit 1 53 Trail St WAGGA WAGGA NSW 2650
-36.11951416,146.8894545,Multicultural Council of Wagga Wagga,4-YZSWX1,Settlement Grants,Multicultural Council - Wodonga Site,Unit 3 96 High St WODONGA VIC 3690
-27.96986122,153.41516,Multicultural Families Organisation Inc,4-Z34VOO,Settlement Grants,Multicultural Families Organisation Inc,Shop 2 47 Scarborough St SOUTHPORT QLD 4215
-26.19675741,152.6666414,Multicultural Information Network Service Inc,4-Z50FN3,Settlement Grants,Gympie,18 Excelsior Road GYMPIE QLD 4570
-26.08654054,152.2399856,Multicultural Information Network Service Inc,4-Z50FN3,Settlement Grants,Kilkivan,"Lot 1, 31 Bligh Street KILKIVAN QLD 4600"
-26.39395555,153.0237408,Multicultural Information Network Service Inc,4-Z50FN3,Settlement Grants,Noosa District,"Lot 375, 24 Cooroy Noosa Road TEWANTIN QLD 4565"
-33.32024,115.63578,Multicultural Services Centre of WA Inc,4-YQJ5OG,Financial Crisis and Material Aid - Emergency Relief,Multicultural Services Centre of WA,9A Wittenoom St Bunbury WA 6230
-31.93144857,115.8566537,Multicultural Services Centre of WA Inc,4-Z5N1OG,Settlement Grants,Multicultural Services Centre of WA,20 View St North Perth WA 6006
-32.01471,115.92698,Multicultural Services Centre of WA Inc,4-Z5N1OG,Settlement Grants,Multicultural Services Centre of WA,64-66 Kent St Fcty 13 CANNINGTON WA 6107
-31.88841504,116.0050475,Multicultural Services Centre of WA Inc,4-Z5N1OG,Settlement Grants,Multicultural Services Centre of WA,8-12 Stafford St Unit 30 MIDLAND WA 6056
-33.32024,115.63578,Multicultural Services Centre of WA Inc,4-Z5N1OG,Settlement Grants,Multicultural Services Centre of WA,9A Wittenoom St Bunbury WA 6230
-34.88711019,138.5653771,Multicultural Youth SA Inc,4-Z66B9T,Settlement Grants,MYEDC,255 Torrens Road West Croydon ADELAIDE SA 5008
-34.92270284,138.5982037,Multicultural Youth SA Inc,4-Z66B9T,Settlement Grants,MYSA CBD,Shop 9 Millers Arcade 28 Hindley Street Adelaide SA 5000
-34.88711019,138.5653771,MULTICULTURAL YOUTH SOUTH AUSTRALIA INCORPORATED,4-Y1YVQL,Community Development and Participation Grants,Multicultural Youth SA Inc,"Croydon High School, 255 Torrens Road, WEST CROYDON SA 5008"
-34.92270284,138.5982037,MULTICULTURAL YOUTH SOUTH AUSTRALIA INCORPORATED,4-Y1YVQL,Community Development and Participation Grants,Multicultural Youth SA Inc,"Shop 9 Millers Arcade, 28 Hindley St, ADELAIDE SA 5000"
-27.63707799,153.1038489,MultiLink Community Services Inc,4-YQJ5X4,Financial Crisis and Material Aid - Emergency Relief,MultiLink Community Services Inc.,38 Blackwood Road WOODRIDGE QLD 4114
-27.63707799,153.1038489,MultiLink Community Services Inc,4-YZN6ID,Settlement Grants,MultiLink Community Services Inc.,38 Blackwood Road WOODRIDGE QLD 4114
-25.58854657,151.2967688,MUNDUBBERA COMMUNITY DEVELOPMENT ASSOCIATION INC,4-YQJ662,Financial Crisis and Material Aid - Emergency Relief,Mundubbera Community Development Association Inc,"69 Stuart Russell Rd, MUNDUBBERA QLD 4626"
-26.65915989,150.1861864,Murilla Community Centre Incorporated,4-YQOHRL,Financial Crisis and Material Aid - Emergency Relief,Murilla Community Centre Inc,73A Murilla Street Miles QLD 4415
-27.49247926,153.0621738,MUSIC BROADCASTING SOCIETY OF QUEENSLAND LIMITED,4-Z2DF4M,Existing and Emerging Challenges including Dementia Care,Music Broadcasting Society of Queensland Ltd,"384 Old Cleveland Road, COORPAROO QLD 4151"
-33.9145811,151.0751352,MUSLIM WOMEN ASSOCIATION,4-1051F16,Diversity and Social Cohesion,Muslim Women Association,"47 Wangee Rd, LAKEMBA NSW 2195"
-33.89697042,150.995723,MUSLIM WOMEN ASSOCIATION,4-YTOMME,Financial Crisis and Material Aid - Emergency Relief,MWA Bass Hill Office,10 Orchard Rd BASS HILL NSW 2194
-33.9145811,151.0751352,MUSLIM WOMEN ASSOCIATION,4-YTOMME,Financial Crisis and Material Aid - Emergency Relief,MWA Lakemba Office,47 Wangee Rd LAKEMBA NSW 2195
-33.9145811,151.0751352,MUSLIM WOMEN ASSOCIATION,4-Z09PKX,Settlement Grants,MWA Lakemba Office,47 Wangee Rd LAKEMBA NSW 2195
-34.927362,138.601021,Muslim Women's Association of SA Inc,4-YQOI0C,Financial Crisis and Material Aid - Emergency Relief,Adelaide Outlet,Level 4 182 Victoria Square Adelaide SA 5000
-34.927362,138.601021,Muslim Women's Association of SA Inc,4-Z0FBET,Settlement Grants,Adelaide Outlet,Level 4 182 Victoria Square Adelaide SA 5000
-26.6278202,152.9629301,NAMBOUR COMMUNITY CENTRE INC,4-Z06J6E,Children and Parent Support Services,Nambour Community Centre Inc,"2 Shearer Street, NAMBOUR QLD 4560"
-26.6278202,152.9629301,NAMBOUR COMMUNITY CENTRE INC,4-ZMXP5U,Settlement Grants,Nambour Community Centre Inc,"2 Shearer Street, NAMBOUR QLD 4560"
-36.95498295,140.7442871,NARACOORTE LUCINDALE COUNCIL,4-1032X0E,Volunteer Management Program,Limestone Coast Volunteer Resource Centre,"Degaris Place, NARACOORTE SA 5271"
-37.7986963,144.9786532,NATIONAL ETHNIC AND MULTICULTURAL BROADCASTERS' COUNCIL,4-XSVKL2,Diversity and Social Cohesion,National Ethnic and Multicultural Broadcasters Council Inc.,"Suite 1, 276 - 294 Brunswick Street, FITZROY VIC 3065"
-27.98881859,153.3333304,NERANG NEIGHBOURHOOD CENTRE INCORPORATED,4-YQI8YG,Financial Crisis and Material Aid - Emergency Relief,Nerang Neighbourhood Centre Incorporated,"29 Martin Street, NERANG QLD 4211"
-35.25439495,149.1333195,NETBALL AUSTRALIA LIMITED,4-X7OXO1,Diversity and Social Cohesion,ACT Netball Association,"Northbourne Avenue, DICKSON ACT 2602"
-37.79853056,144.9815993,NETBALL AUSTRALIA LIMITED,4-X7OXO1,Diversity and Social Cohesion,Netball Australia,"191 Johnston Street, FITZROY VIC 3065"
-33.84805626,151.0668283,NETBALL AUSTRALIA LIMITED,4-X7OXO1,Diversity and Social Cohesion,Netball NSW,"2 Olympic Boulevard, SYDNEY OLYMPIC PARK NSW 2127"
-12.4011478,130.879882,NETBALL AUSTRALIA LIMITED,4-X7OXO1,Diversity and Social Cohesion,Netball NT,"235 Abala Road, MARRARA NT 0812"
-27.53323919,153.0253417,NETBALL AUSTRALIA LIMITED,4-X7OXO1,Diversity and Social Cohesion,Netball Queensland,"210 Beaudesert Road, MOOROOKA QLD 4105"
-34.93289836,138.5786583,NETBALL AUSTRALIA LIMITED,4-X7OXO1,Diversity and Social Cohesion,Netball South Australia,"155 Railway Terrace, MILE END SA 5031"
-42.87696651,147.3722371,NETBALL AUSTRALIA LIMITED,4-X7OXO1,Diversity and Social Cohesion,Netball Tasmania - Blundstone Arena,"Derwent Street, BELLERIVE TAS 7018"
-37.8085837,144.9516225,NETBALL AUSTRALIA LIMITED,4-X7OXO1,Diversity and Social Cohesion,Netball Victoria,"Netball Victoria, 487 King Street, WEST MELBOURNE VIC 3003"
-31.94416905,115.8069806,NETBALL AUSTRALIA LIMITED,4-X7OXO1,Diversity and Social Cohesion,Netball WA,"200 Selby Street, JOLIMONT WA 6014"
-29.70399195,152.9348666,NEW SCHOOL OF ARTS NEIGHBOURHOOD HOUSE INC,4-1032WR7,Volunteer Management Program,New School Of Arts Neighbourhood House Inc,"77 Skinner Street, SOUTH GRAFTON NSW 2460"
-27.39364275,152.9914393,Nexus Care Incorporated,4-YQWXQV,Financial Crisis and Material Aid - Emergency Relief,Nexus Care Everton Park,"Lot 3, 151 Flockton Street EVERTON PARK QLD 4053"
-23.68024576,133.8684733,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,Ngaanyatjarra Council Aboriginal Corporation,"Ground Floor, 6/58 Head Street, ALICE SPRINGS NT 0870"
-27.92339225,123.3540786,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Cosmo Newberry Community,"Great Central Road, COSMO NEWBERY WA 6440"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Irrunytju (Wingellina Community),"12km SW Surveyor Generals Cnr, IRRUNYTJU COMMUNITY WA 0872"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Kanpa Community,"Kanpa Community, KANPA WA 6440"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Kiwirrkurra Community,"Kiwirrkurra Community, KIWIRRKURRA WA 0872"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Mantamaru (Jameson) Community,"Mantamaru Community, MANTAMARU WA 6642"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Papulankutja (Blackstone) Community,"Papulankutja, PAPULANKUTJA COMMUNITY WA 6642"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Patjarr Community,"Patjarr Community, PATJARR WA 6642"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Tjirkarli Community,"Tjirkarli Community, TJIRRKARLI WA 6642"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Tjukurla Community,"Tjukurla Community, TJUKURLA WA 6642"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Wanarn Community,"Wanarn Community, WANARN WA 6642"
,,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Warakurna Community,"Warakurna Community, WARAKURNA WA 6642"
-26.04473658,126.7134672,NGAANYATJARRA COUNCIL ABORIGINAL CORPORATION,4-YQOIBE,Problem Gambling,NGAC Warburton Community,"Great Central Road, WARBURTON COMMUNITY WA 6430"
-31.98825772,115.8828812,NGALA COMMUNITY SERVICES,4-Z24Q2G,Children and Parent Support Services,Ngala Community Services,"Ngala Family Resource Centre, 9 George St, KENSINGTON WA 6151"
-23.70070772,133.8707539,NGANAMPA HEALTH COUNCIL INC,4-ZPLIWH,Capital Infrastructure and Support,Nganampa Health Council Inc,"3 Wilkinson Street, ALICE SPRINGS NT 0870"
-16.81915318,145.6368517,NGOONBI CO-OPERATIVE SOCIETY LTD,4-YQWY6U,Financial Crisis and Material Aid - Emergency Relief,Ngoonbi Co-Operative Society Limited,"36 Coondoo Street, KURANDA QLD 4881"
-12.19997102,136.7679819,NHULUNBUY COMMUNITY NEIGHBOURHOOD CENTRE,4-YQWYFG,Financial Crisis and Material Aid - Emergency Relief,Nhulunbuy Community Neighbourhood Centre,"Franklin Street, NHULUNBUY NT 0881"
-35.21752511,149.1413112,NICAN INCORPORATED,4-103NBXN,Community Development and Participation Grants,NICAN Incorporated,"Unit 5, 48 Brookes Street, MITCHELL ACT 2911"
-37.71469269,145.1479646,NILLUMBIK COMMUNITY HEALTH SERVICE LTD,4-YQYBA5,Financial Crisis and Material Aid - Emergency Relief,Nillumbik Community Health Service Ltd,"917 Main Road, ELTHAM VIC 3095"
-28.32661735,153.3932573,NORTEC EMPLOYMENT AND TRAINING LIMITED,4-1032WN7,Volunteer Management Program,NORTEC Employment and Training Limited,"1 Nullum Street, MURWILLUMBAH NSW 2484"
-19.27559642,146.7795439,NORTH AND WEST REMOTE HEALTH LIMITED,4-YZQRBF,"Community Mental Health, Early Intervention for Children, Young People and their Families",North and West Remote Health Ltd,"Unit 5, 106 Dalrymple Service Road, CURRAJONG QLD 4812"
-37.75688961,145.0647045,NORTH EAST REGION VOLUNTEER RESOURCE CENTRES INCORPORATED,4-1O4WM6X,Volunteer Management Program,North East Region Volunteer Resource Centre Inc (Known as Volunteers of Banyule),"80 Hawdon Street, HEIDELBERG VIC 3084"
-19.2452634,146.674211,NORTH TOWNSVILLE COMMUNITY HUB INC,4-YQYBHA,Financial Crisis and Material Aid - Emergency Relief,North Townsville Community Hub Inc.,"52 Palm Drive, DEERAGUN QLD 4818"
-19.33211199,146.7591243,NORTHERN AUSTRALIA PRIMARY HEALTH LIMITED,4-YYWBJI,"Community Mental Health, Early Intervention for Children, Young People and their Families",Townsville Division of General Practice Limited,"Level 4, Clinical Practice Building, 1 James Cook Drive, DOUGLAS QLD 4814"
-34.75798429,138.6316359,NORTHERN METROPOLITAN ABORIGINAL COUNCIL INC,4-YQYBPX,Financial Crisis and Material Aid - Emergency Relief,Northern Metropolitan Aboriginal Council Inc,"Unit 7, 94 Waterloo Corner Road, PARALOWIE SA 5108"
-28.80499857,153.2820381,NORTHERN RIVERS SOCIAL DEV COUNCIL INC,4-YZN98Z,"Community Mental Health, Early Intervention for Children, Young People and their Families",Northern Rivers Social Dev Council Inc,"Killclare House, 16 Keen Street, LISMORE NSW 2480"
-12.460245,130.843195,NORTHERN TERRITORY AIDS AND HEPATITIS COUNCIL INC.,4-YSSPOY,Financial Crisis and Material Aid - Emergency Relief,Northern Territory AIDS and Hepatitis Council Inc.,"46 Woods Street, DARWIN NT 0800"
-34.76292014,138.6444449,NORTHERN VOLUNTEERING SA INC,4-1030R49,Volunteer Management Program,Northern Volunteering SA Inc.,"39 John Street, SALISBURY SA 5108"
-34.86963913,138.567165,NOVITA CHILDREN'S SERVICES,4-Z30ADS,Children and Parent Support Services,Novita Children's Service,"171 Days Rd, REGENCY PARK SA 5010"
-23.70070772,133.8707539,NPY Women's Council Aboriginal Corporation,4-YQWXXX,Financial Crisis and Material Aid - Emergency Relief,Alice Springs,3 Wilkinson Street CICCONE NT 0870
-33.88010395,150.9654426,NSW SERVICE FOR THE TREATMENT AND REHABILITATION OF TORTURE AND TRAUMA SURVIVORS,4-XS93YM,Diversity and Social Cohesion,NSW Services For The Treatment & Rehab Of T&T Survivors - STARTTS,"152-168 The Horsley Drive, CARRAMAR NSW 2163"
-33.88010395,150.9654426,NSW SERVICE FOR THE TREATMENT AND REHABILITATION OF TORTURE AND TRAUMA SURVIVORS,4-YYR7TL,Settlement Grants,NSW Services For The Treatment & Rehab Of T&T Survivors - STARTTS,"152-168 The Horsley Drive, CARRAMAR NSW 2163"
-12.45835015,130.8406059,NT INDUSTRY TRAINING BUREAU INC,4-Y6QM85,Community Development and Participation Grants,Northern Territory Industry Training Bureau Inc,"2/75 Woods Street, DARWIN NT 0801"
-34.92780703,138.6077071,NUNKUWARRIN YUNTI OF SA INC,4-YSSQ7W,Financial Crisis and Material Aid - Emergency Relief,Nunkuwarrin Yunti of South Australia Incorporated,"182-190 Wakefield Street, ADELAIDE SA 5000"
-37.82045169,145.0141748,Odyssey House Victoria,4-YDGDZQ,Commonwealth Financial Counselling and Financial Capability,Financial Counselling Richmond,660 Bridge Road Richmond VIC 3121
-37.82045169,145.0141748,Odyssey House Victoria,4-YQNE6I,Problem Gambling,Financial Counselling Richmond,660 Bridge Road Richmond VIC 3121
-34.9330625,138.5899241,OFFENDERS AID AND REHABILITATION SERVICES OF SA INC,4-YSYNLM,Financial Crisis and Material Aid - Emergency Relief,Offenders Aid and Rehabilitation Services of SA Inc,"234 Sturt Street, ADELAIDE SA 5000"
